time,ch1,ch2
2.960000e-05,0.177400,0.000000
3.000000e-05,0.176800,0.000000
3.040000e-05,0.176800,0.000000
3.080000e-05,0.177800,0.000000
3.120000e-05,0.178600,0.000000
3.160000e-05,0.177200,0.000000
3.200000e-05,0.176600,0.000000
3.240000e-05,0.178000,0.000000
3.280000e-05,0.177000,0.000000
3.320000e-05,0.176800,0.000000
3.360000e-05,0.176800,0.000000
3.400000e-05,0.178400,0.000000
3.440000e-05,0.177600,0.000000
3.480000e-05,0.178400,0.000000
3.520000e-05,0.176600,0.000000
3.560000e-05,0.178000,0.000000
3.600000e-05,0.177000,0.000000
3.640000e-05,0.176800,0.000000
3.680000e-05,0.178200,0.000000
3.720000e-05,0.177000,0.000000
3.760000e-05,0.179000,0.000000
3.800000e-05,0.177400,0.000000
3.840000e-05,0.177800,0.000000
3.880000e-05,0.178800,0.000000
3.920000e-05,0.178400,0.000000
3.960000e-05,0.178000,0.000000
4.000000e-05,0.177400,0.000000
4.040000e-05,0.178000,0.000000
4.080000e-05,0.176600,0.000000
4.120000e-05,0.178400,0.000000
4.160000e-05,0.178400,0.000000
4.200000e-05,0.178200,0.000000
4.240000e-05,0.177000,0.000000
4.280000e-05,0.177400,0.000000
4.320000e-05,0.177400,0.000000
4.360000e-05,0.177800,0.000000
4.400000e-05,0.178200,0.000000
4.440000e-05,0.179000,0.000000
4.480000e-05,0.177600,0.000000
4.520000e-05,0.178600,0.000000
4.560000e-05,0.177800,0.000000
4.600000e-05,0.178000,0.000000
4.640000e-05,0.178200,0.000000
4.680000e-05,0.178800,0.000000
4.720000e-05,0.178000,0.000000
4.760000e-05,0.178200,0.000000
4.800000e-05,0.178600,0.000000
4.840000e-05,0.179200,0.000000
4.880000e-05,0.178400,0.000000
4.920000e-05,0.178000,0.000000
4.960000e-05,0.177600,0.000000
5.000000e-05,0.177000,0.000000
5.040000e-05,0.177200,0.000000
5.080000e-05,0.177400,0.000000
5.120000e-05,0.178200,0.000000
5.160000e-05,0.176400,0.000000
5.200000e-05,0.178800,0.000000
5.240000e-05,0.177400,0.000000
5.280000e-05,0.176600,0.000000
5.320000e-05,0.178000,0.000000
5.360000e-05,0.177000,0.000000
5.400000e-05,0.177000,0.000000
5.440000e-05,0.176600,0.000000
5.480000e-05,0.177400,0.000000
5.520000e-05,0.177600,0.000000
5.560000e-05,0.177800,0.000000
5.600000e-05,0.177000,0.000000
5.640000e-05,0.177000,0.000000
5.680000e-05,0.177400,0.000000
5.720000e-05,0.177600,0.000000
5.760000e-05,0.178200,0.000000
5.800000e-05,0.178000,0.000000
5.840000e-05,0.178600,0.000000
5.880000e-05,0.177200,0.000000
5.920000e-05,0.178400,0.000000
5.960000e-05,0.177400,0.000000
6.000000e-05,0.176800,0.000000
6.040000e-05,0.178000,0.000000
6.080000e-05,0.177800,0.000000
6.120000e-05,0.175800,0.000000
6.160000e-05,0.177000,0.000000
6.200000e-05,0.178000,0.000000
6.240000e-05,0.177800,0.000000
6.280000e-05,0.177800,0.000000
6.320000e-05,0.177800,0.000000
6.360000e-05,0.175600,0.000000
6.400000e-05,0.177400,0.000000
6.440000e-05,0.177600,0.000000
6.480000e-05,0.177600,0.000000
6.520000e-05,0.178800,0.000000
6.560000e-05,0.176800,0.000000
6.600000e-05,0.177200,0.000000
6.640000e-05,0.177600,0.000000
6.680000e-05,0.177200,0.000000
6.720000e-05,0.178000,0.000000
6.760000e-05,0.178200,0.000000
6.800000e-05,0.176200,0.000000
6.840000e-05,0.178600,0.000000
6.880000e-05,0.177200,0.000000
6.920000e-05,0.177200,0.000000
6.960000e-05,0.178600,0.000000
7.000000e-05,0.177600,0.000000
7.040000e-05,0.178200,0.000000
7.080000e-05,0.176200,0.000000
7.120000e-05,0.177600,0.000000
7.160000e-05,0.177800,0.000000
7.200000e-05,0.176800,0.000000
7.240000e-05,0.177400,0.000000
7.280000e-05,0.175800,0.000000
7.320000e-05,0.177000,0.000000
7.360000e-05,0.177000,0.000000
7.400000e-05,0.176200,0.000000
7.440000e-05,0.176400,0.000000
7.480000e-05,0.178400,0.000000
7.520000e-05,0.177600,0.000000
7.560000e-05,0.177800,0.000000
7.600000e-05,0.177600,0.000000
7.640000e-05,0.179000,0.000000
7.680000e-05,0.176800,0.000000
7.720000e-05,0.177400,0.000000
7.760000e-05,0.176600,0.000000
7.800000e-05,0.177600,0.000000
7.840000e-05,0.176800,0.000000
7.880000e-05,0.176800,0.000000
7.920000e-05,0.177200,0.000000
7.960000e-05,0.177200,0.000000
8.000000e-05,0.176000,0.000000
8.040000e-05,0.176600,0.000000
8.080000e-05,0.176400,0.000000
8.120000e-05,0.177400,0.000000
8.160000e-05,0.177000,0.000000
8.200000e-05,0.177200,0.000000
8.240000e-05,0.176600,0.000000
8.280000e-05,0.176200,0.000000
8.320000e-05,0.177400,0.000000
8.360000e-05,0.177200,0.000000
8.400000e-05,0.177200,0.000000
8.440000e-05,0.176200,0.000000
8.480000e-05,0.178200,0.000000
8.520000e-05,0.176400,0.000000
8.560000e-05,0.176600,0.000000
8.600000e-05,0.177000,0.000000
8.640000e-05,0.177600,0.000000
8.680000e-05,0.177400,0.000000
8.720000e-05,0.176600,0.000000
8.760000e-05,0.176400,0.000000
8.800000e-05,0.177200,0.000000
8.840000e-05,0.177000,0.000000
8.880000e-05,0.178600,0.000000
8.920000e-05,0.176800,0.000000
8.960000e-05,0.179000,0.000000
9.000000e-05,0.177800,0.000000
9.040000e-05,0.177200,0.000000
9.080000e-05,0.177400,0.000000
9.120000e-05,0.178000,0.000000
9.160000e-05,0.177800,0.000000
9.200000e-05,0.178200,0.000000
9.240000e-05,0.177400,0.000000
9.280000e-05,0.177400,0.000000
9.320000e-05,0.178400,0.000000
9.360000e-05,0.177000,0.000000
9.400000e-05,0.176600,0.000000
9.440000e-05,0.177400,0.000000
9.480000e-05,0.176200,0.000000
9.520000e-05,0.177400,0.000000
9.560000e-05,0.176800,0.000000
9.600000e-05,0.157400,0.000000
9.640000e-05,-0.023000,0.000000
9.680000e-05,-0.024600,0.000000
9.720000e-05,-0.024400,0.000000
9.760000e-05,-0.025200,0.000000
9.800000e-05,-0.025000,0.000000
9.840000e-05,-0.023800,0.000000
9.880000e-05,-0.023400,0.000000
9.920000e-05,-0.023400,0.000000
9.960000e-05,-0.023600,0.000000
1.000000e-04,-0.023000,0.000000
1.004000e-04,-0.024400,0.000000
1.008000e-04,-0.023800,0.000000
1.012000e-04,-0.022800,0.000000
1.016000e-04,-0.022800,0.000000
1.020000e-04,-0.023000,0.000000
1.024000e-04,-0.022600,0.000000
1.028000e-04,-0.022400,0.000000
1.032000e-04,-0.023000,0.000000
1.036000e-04,-0.023400,0.000000
1.040000e-04,-0.022800,0.000000
1.044000e-04,-0.022600,0.000000
1.048000e-04,-0.022400,0.000000
1.052000e-04,-0.023000,0.000000
1.056000e-04,-0.023000,0.000000
1.060000e-04,-0.022200,0.000000
1.064000e-04,-0.022400,0.000000
1.068000e-04,-0.021800,0.000000
1.072000e-04,-0.022600,0.000000
1.076000e-04,-0.022800,0.000000
1.080000e-04,-0.020800,0.000000
1.084000e-04,-0.022200,0.000000
1.088000e-04,-0.022200,0.000000
1.092000e-04,-0.022600,0.000000
1.096000e-04,-0.022600,0.000000
1.100000e-04,-0.022000,0.000000
1.104000e-04,-0.021600,0.000000
1.108000e-04,-0.022400,0.000000
1.112000e-04,-0.022800,0.000000
1.116000e-04,-0.022400,0.000000
1.120000e-04,-0.022000,0.000000
1.124000e-04,-0.022600,0.000000
1.128000e-04,-0.022200,0.000000
1.132000e-04,-0.022400,0.000000
1.136000e-04,-0.022400,0.000000
1.140000e-04,-0.021200,0.000000
1.144000e-04,-0.023200,0.000000
1.148000e-04,-0.022400,0.000000
1.152000e-04,-0.022000,0.000000
1.156000e-04,-0.022000,0.000000
1.160000e-04,-0.023000,0.000000
1.164000e-04,-0.022000,0.000000
1.168000e-04,-0.022200,0.000000
1.172000e-04,-0.022200,0.000000
1.176000e-04,-0.023400,0.000000
1.180000e-04,-0.021400,0.000000
1.184000e-04,-0.023400,0.000000
1.188000e-04,-0.021800,0.000000
1.192000e-04,-0.022000,0.000000
1.196000e-04,-0.022000,0.000000
1.200000e-04,-0.021800,0.000000
1.204000e-04,-0.021800,0.000000
1.208000e-04,-0.022400,0.000000
1.212000e-04,-0.022400,0.000000
1.216000e-04,-0.022400,0.000000
1.220000e-04,-0.022200,0.000000
1.224000e-04,-0.022400,0.000000
1.228000e-04,-0.021600,0.000000
1.232000e-04,-0.021600,0.000000
1.236000e-04,-0.022200,0.000000
1.240000e-04,-0.022600,0.000000
1.244000e-04,-0.022600,0.000000
1.248000e-04,-0.022600,0.000000
1.252000e-04,-0.022200,0.000000
1.256000e-04,-0.022400,0.000000
1.260000e-04,-0.023000,0.000000
1.264000e-04,-0.021800,0.000000
1.268000e-04,-0.022600,0.000000
1.272000e-04,-0.023600,0.000000
1.276000e-04,-0.022400,0.000000
1.280000e-04,-0.022400,0.000000
1.284000e-04,-0.022000,0.000000
1.288000e-04,-0.023000,0.000000
1.292000e-04,-0.022600,0.000000
1.296000e-04,-0.021000,0.000000
1.300000e-04,-0.021800,0.000000
1.304000e-04,-0.022400,0.000000
1.308000e-04,-0.022000,0.000000
1.312000e-04,-0.022800,0.000000
1.316000e-04,-0.022600,0.000000
1.320000e-04,-0.021600,0.000000
1.324000e-04,-0.021400,0.000000
1.328000e-04,-0.022400,0.000000
1.332000e-04,-0.022800,0.000000
1.336000e-04,-0.021200,0.000000
1.340000e-04,-0.022800,0.000000
1.344000e-04,-0.022000,0.000000
1.348000e-04,-0.022400,0.000000
1.352000e-04,-0.022200,0.000000
1.356000e-04,-0.022200,0.000000
1.360000e-04,-0.022200,0.000000
1.364000e-04,-0.022200,0.000000
1.368000e-04,-0.022000,0.000000
1.372000e-04,-0.022400,0.000000
1.376000e-04,-0.022600,0.000000
1.380000e-04,-0.022200,0.000000
1.384000e-04,-0.022200,0.000000
1.388000e-04,-0.022200,0.000000
1.392000e-04,-0.022000,0.000000
1.396000e-04,-0.021200,0.000000
1.400000e-04,-0.022000,0.000000
1.404000e-04,-0.022400,0.000000
1.408000e-04,-0.022200,0.000000
1.412000e-04,-0.022200,0.000000
1.416000e-04,-0.022400,0.000000
1.420000e-04,-0.022200,0.000000
1.424000e-04,-0.023000,0.000000
1.428000e-04,-0.023200,0.000000
1.432000e-04,-0.022000,0.000000
1.436000e-04,-0.022600,0.000000
1.440000e-04,-0.022000,0.000000
1.444000e-04,-0.022200,0.000000
1.448000e-04,-0.022400,0.000000
1.452000e-04,-0.021800,0.000000
1.456000e-04,-0.022000,0.000000
1.460000e-04,-0.021600,0.000000
1.464000e-04,-0.022200,0.000000
1.468000e-04,-0.021400,0.000000
1.472000e-04,-0.022200,0.000000
1.476000e-04,-0.022400,0.000000
1.480000e-04,-0.022400,0.000000
1.484000e-04,-0.022600,0.000000
1.488000e-04,-0.022400,0.000000
1.492000e-04,-0.021600,0.000000
1.496000e-04,-0.022400,0.000000
1.500000e-04,-0.022000,0.000000
1.504000e-04,-0.021000,0.000000
1.508000e-04,-0.021200,0.000000
1.512000e-04,-0.022400,0.000000
1.516000e-04,-0.022600,0.000000
1.520000e-04,-0.021800,0.000000
1.524000e-04,-0.022600,0.000000
1.528000e-04,-0.022000,0.000000
1.532000e-04,-0.021800,0.000000
1.536000e-04,-0.021800,0.000000
1.540000e-04,-0.022400,0.000000
1.544000e-04,-0.021200,0.000000
1.548000e-04,-0.022400,0.000000
1.552000e-04,-0.022200,0.000000
1.556000e-04,-0.022000,0.000000
1.560000e-04,-0.022000,0.000000
1.564000e-04,-0.023400,0.000000
1.568000e-04,-0.022400,0.000000
1.572000e-04,-0.021600,0.000000
1.576000e-04,-0.021800,0.000000
1.580000e-04,-0.022800,0.000000
1.584000e-04,-0.022600,0.000000
1.588000e-04,-0.022400,0.000000
1.592000e-04,-0.022200,0.000000
1.596000e-04,-0.021800,0.000000
1.600000e-04,-0.022800,0.000000
1.604000e-04,-0.021400,0.000000
1.608000e-04,-0.021600,0.000000
1.612000e-04,-0.022200,0.000000
1.616000e-04,-0.021200,0.000000
1.620000e-04,-0.022000,0.000000
1.624000e-04,-0.023400,0.000000
1.628000e-04,-0.021800,0.000000
1.632000e-04,-0.021800,0.000000
1.636000e-04,-0.022200,0.000000
1.640000e-04,-0.022400,0.000000
1.644000e-04,-0.021800,0.000000
1.648000e-04,-0.021800,0.000000
1.652000e-04,-0.022400,0.000000
1.656000e-04,-0.022400,0.000000
1.660000e-04,-0.022400,0.000000
1.664000e-04,-0.022400,0.000000
1.668000e-04,-0.022200,0.000000
1.672000e-04,-0.021600,0.000000
1.676000e-04,-0.022200,0.000000
1.680000e-04,-0.021600,0.000000
1.684000e-04,-0.022000,0.000000
1.688000e-04,-0.021800,0.000000
1.692000e-04,-0.022000,0.000000
1.696000e-04,-0.021400,0.000000
1.700000e-04,-0.022000,0.000000
1.704000e-04,-0.021800,0.000000
1.708000e-04,-0.021600,0.000000
1.712000e-04,-0.021400,0.000000
1.716000e-04,-0.021800,0.000000
1.720000e-04,-0.022000,0.000000
1.724000e-04,-0.021600,0.000000
1.728000e-04,-0.022400,0.000000
1.732000e-04,-0.022200,0.000000
1.736000e-04,-0.022800,0.000000
1.740000e-04,-0.022000,0.000000
1.744000e-04,-0.022800,0.000000
1.748000e-04,-0.022400,0.000000
1.752000e-04,-0.022800,0.000000
1.756000e-04,-0.022400,0.000000
1.760000e-04,-0.021400,0.000000
1.764000e-04,-0.022000,0.000000
1.768000e-04,-0.022200,0.000000
1.772000e-04,-0.021600,0.000000
1.776000e-04,-0.022000,0.000000
1.780000e-04,-0.021800,0.000000
1.784000e-04,-0.021600,0.000000
1.788000e-04,-0.022400,0.000000
1.792000e-04,-0.022600,0.000000
1.796000e-04,-0.022000,0.000000
1.800000e-04,-0.021800,0.000000
1.804000e-04,-0.023000,0.000000
1.808000e-04,-0.022200,0.000000
1.812000e-04,-0.022800,0.000000
1.816000e-04,-0.022000,0.000000
1.820000e-04,-0.022400,0.000000
1.824000e-04,-0.022000,0.000000
1.828000e-04,-0.022000,0.000000
1.832000e-04,-0.023000,0.000000
1.836000e-04,-0.021800,0.000000
1.840000e-04,-0.022000,0.000000
1.844000e-04,-0.021800,0.000000
1.848000e-04,-0.022000,0.000000
1.852000e-04,-0.021600,0.000000
1.856000e-04,-0.022000,0.000000
1.860000e-04,-0.021800,0.000000
1.864000e-04,-0.021800,0.000000
1.868000e-04,-0.022200,0.000000
1.872000e-04,-0.022000,0.000000
1.876000e-04,-0.022000,0.000000
1.880000e-04,-0.022400,0.000000
1.884000e-04,-0.021800,0.000000
1.888000e-04,-0.023200,0.000000
1.892000e-04,-0.022000,0.000000
1.896000e-04,-0.021800,0.000000
1.900000e-04,-0.022400,0.000000
1.904000e-04,-0.022200,0.000000
1.908000e-04,-0.022000,0.000000
1.912000e-04,-0.021800,0.000000
1.916000e-04,-0.022400,0.000000
1.920000e-04,-0.022400,0.000000
1.924000e-04,-0.021600,0.000000
1.928000e-04,-0.022600,0.000000
1.932000e-04,-0.021800,0.000000
1.936000e-04,-0.021600,0.000000
1.940000e-04,-0.022600,0.000000
1.944000e-04,-0.022000,0.000000
1.948000e-04,-0.022600,0.000000
1.952000e-04,-0.022400,0.000000
1.956000e-04,-0.022800,0.000000
1.960000e-04,-0.022000,0.000000
1.964000e-04,-0.022000,0.000000
1.968000e-04,-0.021800,0.000000
1.972000e-04,-0.021200,0.000000
1.976000e-04,-0.021800,0.000000
1.980000e-04,-0.021800,0.000000
1.984000e-04,-0.022000,0.000000
1.988000e-04,-0.022200,0.000000
1.992000e-04,-0.022800,0.000000
1.996000e-04,-0.022000,0.000000
2.000000e-04,-0.022600,0.000000
2.004000e-04,-0.023200,0.000000
2.008000e-04,-0.021800,0.000000
2.012000e-04,-0.022000,0.000000
2.016000e-04,-0.023200,0.000000
2.020000e-04,-0.021000,0.000000
2.024000e-04,-0.021800,0.000000
2.028000e-04,-0.022600,0.000000
2.032000e-04,-0.022000,0.000000
2.036000e-04,-0.023200,0.000000
2.040000e-04,-0.022000,0.000000
2.044000e-04,-0.021800,0.000000
2.048000e-04,-0.022000,0.000000
2.052000e-04,-0.022000,0.000000
2.056000e-04,-0.022400,0.000000
2.060000e-04,-0.022400,0.000000
2.064000e-04,-0.022400,0.000000
2.068000e-04,-0.022000,0.000000
2.072000e-04,-0.022400,0.000000
2.076000e-04,-0.023000,0.000000
2.080000e-04,-0.022400,0.000000
2.084000e-04,-0.022400,0.000000
2.088000e-04,-0.022000,0.000000
2.092000e-04,-0.021400,0.000000
2.096000e-04,-0.022200,0.000000
2.100000e-04,-0.021400,0.000000
2.104000e-04,-0.022200,0.000000
2.108000e-04,-0.021600,0.000000
2.112000e-04,-0.022400,0.000000
2.116000e-04,-0.022800,0.000000
2.120000e-04,-0.021800,0.000000
2.124000e-04,-0.022200,0.000000
2.128000e-04,-0.022400,0.000000
2.132000e-04,-0.022600,0.000000
2.136000e-04,-0.022400,0.000000
2.140000e-04,-0.022200,0.000000
2.144000e-04,-0.022400,0.000000
2.148000e-04,-0.022400,0.000000
2.152000e-04,-0.023200,0.000000
2.156000e-04,-0.021800,0.000000
2.160000e-04,-0.023000,0.000000
2.164000e-04,-0.023000,0.000000
2.168000e-04,-0.022200,0.000000
2.172000e-04,-0.022400,0.000000
2.176000e-04,-0.022000,0.000000
2.180000e-04,-0.021000,0.000000
2.184000e-04,-0.022200,0.000000
2.188000e-04,-0.022600,0.000000
2.192000e-04,-0.021400,0.000000
2.196000e-04,-0.021600,0.000000
2.200000e-04,-0.022200,0.000000
2.204000e-04,-0.022200,0.000000
2.208000e-04,-0.022800,0.000000
2.212000e-04,-0.021400,0.000000
2.216000e-04,-0.021800,0.000000
2.220000e-04,-0.021800,0.000000
2.224000e-04,-0.022400,0.000000
2.228000e-04,-0.021800,0.000000
2.232000e-04,-0.022400,0.000000
2.236000e-04,-0.021400,0.000000
2.240000e-04,-0.022600,0.000000
2.244000e-04,-0.022400,0.000000
2.248000e-04,-0.022600,0.000000
2.252000e-04,-0.021600,0.000000
2.256000e-04,-0.022000,0.000000
2.260000e-04,-0.022200,0.000000
2.264000e-04,-0.021600,0.000000
2.268000e-04,-0.022000,0.000000
2.272000e-04,-0.021400,0.000000
2.276000e-04,-0.022600,0.000000
2.280000e-04,-0.022400,0.000000
2.284000e-04,-0.022000,0.000000
2.288000e-04,-0.022400,0.000000
2.292000e-04,-0.022400,0.000000
2.296000e-04,-0.022200,0.000000
2.300000e-04,-0.022200,0.000000
2.304000e-04,-0.021600,0.000000
2.308000e-04,-0.022400,0.000000
2.312000e-04,-0.022800,0.000000
2.316000e-04,-0.022600,0.000000
2.320000e-04,-0.021800,0.000000
2.324000e-04,-0.022800,0.000000
2.328000e-04,-0.022200,0.000000
2.332000e-04,-0.022200,0.000000
2.336000e-04,-0.022600,0.000000
2.340000e-04,-0.022400,0.000000
2.344000e-04,-0.021600,0.000000
2.348000e-04,-0.022200,0.000000
2.352000e-04,-0.021800,0.000000
2.356000e-04,-0.020800,0.000000
2.360000e-04,-0.022200,0.000000
2.364000e-04,-0.022600,0.000000
2.368000e-04,-0.021800,0.000000
2.372000e-04,-0.022000,0.000000
2.376000e-04,-0.022000,0.000000
2.380000e-04,-0.021400,0.000000
2.384000e-04,-0.022000,0.000000
2.388000e-04,-0.022600,0.000000
2.392000e-04,-0.022000,0.000000
2.396000e-04,-0.021400,0.000000
2.400000e-04,-0.022200,0.000000
2.404000e-04,-0.021800,0.000000
2.408000e-04,-0.023000,0.000000
2.412000e-04,-0.021600,0.000000
2.416000e-04,-0.021600,0.000000
2.420000e-04,-0.022200,0.000000
2.424000e-04,-0.021400,0.000000
2.428000e-04,-0.022800,0.000000
2.432000e-04,-0.022200,0.000000
2.436000e-04,-0.022400,0.000000
2.440000e-04,-0.022600,0.000000
2.444000e-04,-0.022600,0.000000
2.448000e-04,-0.021600,0.000000
2.452000e-04,-0.021800,0.000000
2.456000e-04,-0.022000,0.000000
2.460000e-04,-0.022000,0.000000
2.464000e-04,-0.022200,0.000000
2.468000e-04,-0.021800,0.000000
2.472000e-04,-0.022000,0.000000
2.476000e-04,-0.022800,0.000000
2.480000e-04,-0.022200,0.000000
2.484000e-04,-0.022200,0.000000
2.488000e-04,-0.022000,0.000000
2.492000e-04,-0.022800,0.000000
2.496000e-04,-0.022000,0.000000
2.500000e-04,-0.021000,0.000000
2.504000e-04,-0.021000,0.000000
2.508000e-04,-0.022600,0.000000
2.512000e-04,-0.021000,0.000000
2.516000e-04,-0.022200,0.000000
2.520000e-04,-0.022400,0.000000
2.524000e-04,-0.022600,0.000000
2.528000e-04,-0.023000,0.000000
2.532000e-04,-0.022000,0.000000
2.536000e-04,-0.021800,0.000000
2.540000e-04,-0.021800,0.000000
2.544000e-04,-0.022600,0.000000
2.548000e-04,-0.021800,0.000000
2.552000e-04,-0.022200,0.000000
2.556000e-04,-0.022200,0.000000
2.560000e-04,-0.021200,0.000000
2.564000e-04,-0.021000,0.000000
2.568000e-04,-0.023000,0.000000
2.572000e-04,-0.023000,0.000000
2.576000e-04,-0.021800,0.000000
2.580000e-04,-0.022200,0.000000
2.584000e-04,-0.021800,0.000000
2.588000e-04,-0.022000,0.000000
2.592000e-04,-0.023600,0.000000
2.596000e-04,-0.022000,0.000000
2.600000e-04,-0.022000,0.000000
2.604000e-04,-0.021200,0.000000
2.608000e-04,-0.022200,0.000000
2.612000e-04,-0.022200,0.000000
2.616000e-04,-0.021800,0.000000
2.620000e-04,-0.023000,0.000000
2.624000e-04,-0.021200,0.000000
2.628000e-04,-0.021400,0.000000
2.632000e-04,-0.021400,0.000000
2.636000e-04,-0.021800,0.000000
2.640000e-04,-0.021200,0.000000
2.644000e-04,-0.022000,0.000000
2.648000e-04,-0.021000,0.000000
2.652000e-04,-0.021600,0.000000
2.656000e-04,-0.022400,0.000000
2.660000e-04,-0.022000,0.000000
2.664000e-04,-0.022600,0.000000
2.668000e-04,-0.022400,0.000000
2.672000e-04,-0.021600,0.000000
2.676000e-04,-0.022000,0.000000
2.680000e-04,-0.022200,0.000000
2.684000e-04,-0.021800,0.000000
2.688000e-04,-0.021800,0.000000
2.692000e-04,-0.022800,0.000000
2.696000e-04,-0.022400,0.000000
2.700000e-04,-0.022400,0.000000
2.704000e-04,-0.022000,0.000000
2.708000e-04,-0.022200,0.000000
2.712000e-04,-0.022800,0.000000
2.716000e-04,-0.022000,0.000000
2.720000e-04,-0.023000,0.000000
2.724000e-04,-0.022200,0.000000
2.728000e-04,-0.022400,0.000000
2.732000e-04,-0.022400,0.000000
2.736000e-04,-0.022200,0.000000
2.740000e-04,-0.022800,0.000000
2.744000e-04,-0.021800,0.000000
2.748000e-04,-0.022600,0.000000
2.752000e-04,-0.022000,0.000000
2.756000e-04,-0.022400,0.000000
2.760000e-04,-0.021800,0.000000
2.764000e-04,-0.023000,0.000000
2.768000e-04,-0.022400,0.000000
2.772000e-04,-0.022000,0.000000
2.776000e-04,-0.021400,0.000000
2.780000e-04,-0.022200,0.000000
2.784000e-04,-0.023000,0.000000
2.788000e-04,-0.021600,0.000000
2.792000e-04,-0.022600,0.000000
2.796000e-04,-0.021200,0.000000
2.800000e-04,-0.022600,0.000000
2.804000e-04,-0.021800,0.000000
2.808000e-04,-0.021600,0.000000
2.812000e-04,-0.022400,0.000000
2.816000e-04,-0.022600,0.000000
2.820000e-04,-0.021800,0.000000
2.824000e-04,-0.022400,0.000000
2.828000e-04,-0.022000,0.000000
2.832000e-04,-0.022800,0.000000
2.836000e-04,-0.022800,0.000000
2.840000e-04,-0.022200,0.000000
2.844000e-04,-0.022000,0.000000
2.848000e-04,-0.021800,0.000000
2.852000e-04,-0.022400,0.000000
2.856000e-04,-0.022000,0.000000
2.860000e-04,-0.022000,0.000000
2.864000e-04,-0.021800,0.000000
2.868000e-04,-0.022800,0.000000
2.872000e-04,-0.022400,0.000000
2.876000e-04,-0.021600,0.000000
2.880000e-04,-0.022400,0.000000
2.884000e-04,-0.021800,0.000000
2.888000e-04,-0.021400,0.000000
2.892000e-04,-0.022000,0.000000
2.896000e-04,-0.022000,0.000000
2.900000e-04,-0.022400,0.000000
2.904000e-04,-0.022400,0.000000
2.908000e-04,-0.022000,0.000000
2.912000e-04,-0.021800,0.000000
2.916000e-04,-0.021000,0.000000
2.920000e-04,-0.022600,0.000000
2.924000e-04,-0.022000,0.000000
2.928000e-04,-0.022400,0.000000
2.932000e-04,-0.021800,0.000000
2.936000e-04,-0.022000,0.000000
2.940000e-04,-0.022000,0.000000
2.944000e-04,-0.021800,0.000000
2.948000e-04,-0.022400,0.000000
2.952000e-04,-0.022400,0.000000
2.956000e-04,-0.021400,0.000000
2.960000e-04,-0.022000,0.000000
2.964000e-04,-0.021800,0.000000
2.968000e-04,-0.021600,0.000000
2.972000e-04,-0.021600,0.000000
2.976000e-04,-0.021800,0.000000
2.980000e-04,-0.021600,0.000000
2.984000e-04,-0.022400,0.000000
2.988000e-04,-0.022400,0.000000
2.992000e-04,-0.022200,0.000000
